id,title,overview,genres,release_date,vote_average,vote_count,popularity,poster_path,directors,cast,keywords
1304313,리 크로닌의 미이라,"한 기자의 어린 딸이 흔적도 없이 사막으로 사라진다. 그리고 8년 후, 산산이 부서진 가족은 그녀가 다시 돌아왔다는 소식에 충격을 받는다. 하지만 기쁨으로 가득해야 할 재회는 곧 살아 있는 악몽으로 변해간다.","['공포', '미스터리']",2026-04-15,8.07,1488,583.1981,/zXlwtzXP80yc3X0VokdxvmsFQfw.jpg,['리 크로닌'],"['잭 레이너', '라이아 코스타', '메이 칼라마위', '나탈리 그레이스', '실로 몰리나']","['journalist', 'egypt', 'monster', 'ritual', 'kidnapping', 'pyramid', 'investigation', 'supernatural', 'mummy', 'possession', 'disappearance', 'curse', 'demon', 'tomb', 'missing person', 'supernatural horror', 'body horror']"
1339713,옵세션,"음반점 직원 베어(마이클 존스턴)는 어린 시절부터 짝사랑해 온 동료이자 소꿉친구 니키(인디 네버레티)에게 마음을 고백하지 못하고 있다. 용기를 내지 못한 베어는 우연히 발견한 신비로운 장난감 '원 위시 윌로(One Wish Willow)'를 통해 니키가 자신을 세상에서 가장 사랑하게 해달라고 소원을 빈다. 소원은 즉시 이루어지고, 니키는 베어에게 모든 것을 건 사랑을 쏟아붓는다. 하지만 이 사랑은 점점 집착으로 변질되고, 니키의 행동은 기이하고 공포스러운 방향으로 치닫는다. 때로는 본래의 니키가 잠시 깨어나 공포에 질려 비명을 지르기도 한다. 베어는 자신이 원했던 것이 정말 니키인지, 그리고 그 구분이 얼마나 중요한지라는 끔찍한 질문에 직면하게 된다. 소원의 대가가 그들 모두를 위협하는 가운데, 베어는 자신의 욕망이 초래한 비극적 결과와 마주해야 한다.",['공포'],2026-05-13,7.994,426,501.5672,/6X4qFYBsG3bpWDG2XIKqr04kFJa.jpg,['Curry Barker'],"['마이클 존스턴', '인디 네버레티', 'Cooper Tomlinson', 'Megan Lawless', 'Andy Richter']","['obsession', 'supernatural', 'possession', 'wish', 'evil spirit', 'unrequited love', 'demon', 'biting', 'couple', 'psychotic', 'demonic possession', 'folk horror', 'self-harm', 'supernatural horror', 'independent film', 'psychological horror', 'cursed object']"
1380291,톰 클랜시의 잭 라이언: 고스트 워,"잭 라이언은 국제 비밀 작전으로 치명적인 음모의 실체가 드러나면서 마지못해 다시 첩보의 세계로 끌려 들어간다. 시간과의 싸움 속에서 그는 CIA 동료 마이크 노벰버, 제임스 그리어, 그리고 냉철한 MI6 요원 에마 말로와 함께 통제권을 벗어난 블랙옵스 부대에 맞서며, 지금껏 가장 뼈아프고 혹독한 작전을 펼쳐나간다.","['액션', '스릴러']",2026-05-20,7.151,431,322.2837,/3PufRWSVgSVwIr9M5YOmx4gu5Fu.jpg,['Andrew Bernstein'],"['존 크래신스키', '웬들 피어스', '시에나 밀러', '마이클 켈리', '맥스 비슬리']","['based on tv series', 'suspense', 'absurd']"
1433117,கர,,"['범죄', '드라마', '스릴러']",2026-04-30,6.5,8,372.7944,/uIrFdMWlJFdc1jPBP9bxeaISCDj.jpg,['Vignesh Raja'],"['Dhanush', 'Mamitha Baiju', 'K. S. Ravikumar', 'Suraj Venjaramoodu', 'Karunas']","['gulf war', 'robin hood', 'thief', 'bank heist', 'cotton farmer', 'farmers exploitation', 'money heist', 'helping people', 'farmers']"
1439930,퍼니셔 원 라스트 킬,복수 이상의 의미를 찾아 헤매던 프랭크 캐슬은 뜻밖의 싸움을 다시 시작하게 된다.,"['액션', '드라마', '범죄']",2026-05-12,8.375,1383,290.8763,/dfKKipbQswChklXaaVTh6FP3oaJ.jpg,['Reinaldo Marcus Green'],"['존 번설', '데보라 앤 월', '제이슨 R. 무어', '주디스 라이트', '켈리 바렛']","['post-traumatic stress disorder (ptsd)', 'anti hero', 'based on comic', 'revenge', 'one man army', 'death of family', 'marvel cinematic universe (mcu)', 'hunted', 'hard', 'vigilante justice', 'conspiracy thriller']"
687163,프로젝트 헤일메리,눈을 떠보니 아득한 우주의 한가운데에서 깨어난 중학교 과학교사 그레이스는 희미한 기억 속에서 자신이 죽어가는 태양으로부터 지구와 인류를 살릴 마지막 희망으로 이곳에 왔다는 사실을 알게 된다. 잃어버린 기억으로 인해 모든 것이 혼란스러운 상황에서 그레이스는 우연히 우주 한복판에서 같은 목적으로 온 뜻밖의 존재 로키를 만나게 되고 그레이스와 로키는 각 두 행성의 운명을 건 마지막 미션을 수행하러 떠나게 되는데…,"['SF', '모험']",2026-03-15,8.645,4476,302.0827,/qqGpVVZk2KD1lAvccgTU4Z6nh1H.jpg,"['필 로드', '크리스토퍼 밀러']","['라이언 고슬링', '산드라 휠러', '제임스 오티즈', '라이오넬 보이스', '밀라나 바인트루브']","['friendship', 'coma', 'based on novel or book', 'bravery', 'sun', 'language barrier', 'space travel', 'space mission', 'alien', 'space', 'memory loss', 'suicide mission', 'astronaut', 'scientist', 'science teacher', 'save the planet', 'wonder', 'spaceship', 'interspecies friendship']"
1083381,백룸,존재해서는 안 될 미지의 공간 ‘백룸’ 속으로 사라진 사람들의 극한 상황을 그린 공간 스릴러,"['공포', '미스터리', 'SF']",2026-05-27,6.782,202,273.5711,/c3Cb7h4ecFsGfUM02KF638kbbtC.jpg,['케인 파슨스'],"['치웨텔 에지오포', '레나테 레인스베', '마크 듀플래스', '핀 베넷', '루키타 맥스웰']","['california', 'monster', 'therapist', 'surrealism', 'childhood trauma', 'alcoholism', 'found footage', '1990s', 'other dimension', 'based on web series', 'psychological', 'liminal', 'body horror', 'psychological horror', 'liminal space', 'analog horror', 'sci-fi horror', 'bewildered', 'foreboding', 'liminal horror']"
1226863,슈퍼 마리오 갤럭시,"브루클린의 배관공에서 세계를 구한 히어로로 레벨업한 형제 ‘마리오’와 ‘루이지’는 모래 왕국에서 임무를 수행하던 중, 길을 잃은 ‘요시’를 구출하며 특별한 우정을 쌓게 된다. 한편, 무너진 ‘쿠파’ 가문의 명예를 되찾기 위해 악의 왕자 ‘쿠파주니어’는 은하계의 수호자이자 치코들의 엄마 ‘로젤리나’를 납치하고, 버섯 왕국에 잡힌 아빠 ‘쿠파’를 되찾기 위해 왕국을 습격한다. 다시 찾아온 위기 속에서 마리오와 루이지, 피치, 키노피오 그리고 새로 합류한 요시까지 로젤리나도 구하고, 쿠파주니어의 비범한 계획을 막기 위해 넓은 갤럭시로 뛰어들게 되는데…","['가족', '코미디', '모험', '판타지', '애니메이션']",2026-04-01,8.105,2221,259.9549,/knaXOBDBecVBWZVup3zXaOoy23v.jpg,"['마이클 제레닉', '아론 호바스']","['크리스 프랫', '안야 테일러조이', '찰리 데이', '잭 블랙', '도널드 글로버']","['friendship', 'sibling relationship', 'space travel', 'sequel', 'based on video game', 'buddy comedy', 'aftercreditsstinger', 'duringcreditsstinger', 'space adventure', 'father son relationship', 'parallel universe', 'brother brother relationship', 'talking animal', 'magic land']"
1582770,두란다르: 더 리벤지,카라치의 암흑가를 상대로 한 함자의 싸움이 계속된다. 인도 역대 최고 흥행을 기록한 힌디어 영화 《Dhurandhar》의 속편,"['액션', '범죄', '스릴러']",2026-03-18,7.257,103,249.8052,/hsJG5r6etrMNwW00BVp4NC7zi67.jpg,['Aditya Dhar'],"['란비르 싱', 'Arjun Rampal', 'R. Madhavan', '산자이 더트', 'Sara Arjun']","['undercover', 'espionage', 'politics', 'spy', 'traitor', 'patriotism', 'nationalism', 'gore', 'gang leader', 'pakistan', 'sequel', 'betrayal', 'conspiracy', 'torture', 'soldier', 'india', 'interrogation', 'terrorist attack', 'undercover operation', 'gun violence', 'bloodshed', 'political corruption']"
1007757,뒤바뀐 친구들의 신비한 모험,갑자기 몸이 뒤바뀌게 된 작은 숲속 생물과 위풍당당한 새. 일생일대의 모험을 헤쳐나가기 위해 어쩔 수 없이 힘을 합친다.,"['모험', '애니메이션', '가족', '판타지']",2026-05-01,8.976,1515,265.3704,/uv0iRQXDbtWHo1zPk3TZNo4Biti.jpg,['네이든 그레노'],"['마이클 B. 조던', '주노 템플', '트레이시 모건', '세드릭 더 엔터테이너', '저스티나 마샤도']","['wolf', 'buddy', 'forest fire', 'woodlands', 'forest lore', 'bird', '3d animation', 'empathetic', 'vibrant', 'body swap', 'animal adventure']"
603,매트릭스,"인간의 기억마저 AI에 의해 입력되고 삭제되는 세상, 진짜보다 더 진짜 같은 가상 현실 매트릭스. 그 속에서 진정한 현실을 인식할 수 없게 재배되는 인간들. 그 매트릭스를 빠져 나오면서 AI에게 가장 위험한 인물이 된 모피어스는 몇 안 되는 동료들과 함께 기계와의 전쟁 전후의의 폐허를 떠돌며 인류를 구할 마지막 영웅을 찾아 헤맨다. 마침내 모피어스는 낮에는 평범한 회사원 앤더슨으로, 밤에는 해커로 활동하는 청년 네오를 그로 지목한다. 모피어스의 지시대로 그를 만나게 된 네오는 두개의 알약 중 하나를 고르는 선택을 하게 되는데...","['액션', 'SF']",1999-03-31,8.2,27917,257.5238,/fxBxoXFAYKWde6lKzXxSusn18Av.jpg,"['라나 워쇼스키', '릴리 워쇼스키']","['키아누 리브스', '로렌스 피시번', '캐리 앤 모스', '휴고 위빙', 'Gloria Foster']","['man vs machine', 'martial arts', 'fortune teller', 'artificial intelligence (a.i.)', 'saving the world', 'prophecy', 'philosophy', 'dystopia', 'allegory', 'insurgence', 'chosen one', 'simulated reality ', 'cyberpunk', 'gnosticism', 'commanding', 'allegory of the cave', 'dystopian']"
1523145,Твоё сердце будет разбито,,"['로맨스', '드라마']",2026-03-26,6.762,82,255.3572,/iGpMm603GUKH2SiXB2S5m4sZ17t.jpg,['Михаил Вайнберг'],"['Даниэль Вегас', 'Вероника Журавлёва', 'Иван Трушин', 'Максим Сапрыкин', 'Аля Майер']","['based on novel or book', 'appreciative']"
1371023,चाँद मेरा दिल,,"['로맨스', '드라마']",2026-05-22,5.5,2,175.793,/9LPkXJustudEBgPZEm9tgDx5KtC.jpg,['Vivek Soni'],"['Ananya Panday', 'Lakshya Lalwani', 'Aastha Singh', 'Paresh Pahuja', 'Manish Chaudhary']",[]
1419406,포풍추영,"첨단 감시 시스템과 삼엄한 보안망을 무력화하고, 수십억을 탈취한 정체불명의 범죄 조직. 통제 불능의 범죄에 마카오 경찰은 결국 은퇴한 전설의 범죄 추적 전문가 ‘황더중’에게 도움을 요청한다. 황더중은 신입 경찰 ‘허추궈’와 함께 최정예 감시반을 구성해, 범죄 조직의 수장 ‘푸룽성’을 추적하기 시작한다. 하지만 수사망이 조여올수록 상대의 덫과 함정은 더욱 교묘해지고, 예상치 못한 반격 속에 황더중 역시 추적당하기 시작하는데…","['액션', '범죄', '드라마', '스릴러']",2025-08-16,7.44,711,157.7672,/uiIT7CsJ4V7rMnTqy7xYvj9IRhs.jpg,['杨子'],"['성룡', '장자풍', '양가휘', '차사', '준']","['race against time', 'ex-cop', 'betrayal', 'macau', 'hand to hand combat', 'manhunt', 'hidden agenda', 'hacked camera system', 'cryptocurrency', 'security breach', 'tracking expert', 'spectacular action scenes', 'surveillance city', 'family stakes']"
931285,모탈 컴뱃 2,"왕년의 할리우드 액션 스타 ‘쟈니 케이지’. 무기는 ‘잘생긴 얼굴’ 하나뿐인 그가 지구의 운명을 짊어진 어스렐름의 전사로 낙점되어, 자비 없는 선혈의 전장 ‘모탈 컴뱃’ 토너먼트 리그에 강제 투입된다. 죽을 때까지 결코 끝나지 않는 토너먼트 속 ‘쟈니 케이지’는 궁극의 악 ‘샤오 칸’에 맞서, 복수를 위해 칼날을 간 에데니아의 공주 ‘키타나’와 어스렐름의 정예 전사들과 함께 위험천만한 리얼 액션에 뛰어드는데…","['액션', '판타지', '모험']",2026-05-06,6.8,359,157.8471,/1NgBKiPrJzv1VHdEN8brdy59Rxo.jpg,['Simon McQuoid'],"['칼 어번', '아델린 루돌프', '제시카 맥너미', '조시 로슨', '마틴 포드']","['martial arts', 'magic', 'ninja fighter', 'gore', 'sequel', 'god', 'alternate dimension', 'ninja', 'fighting', 'based on video game', 'martial arts tournament', 'struggling actor', 'hand to hand combat', 'indifferent']"
1320660,पति पत्नी और वो दो,,['코미디'],2026-05-15,7.5,4,167.4581,/5MweEeMzPbueb65BcJpdiy0ihwU.jpg,['Mudassar Aziz'],"['Ayushmann Khurrana', 'Wamiqa Gabbi', 'Rakul Preet Singh', 'Sara Ali Khan', 'Vijay Raaz']",[]
1228710,만달로리안과 그로구,은하계를 누비는 현상금 사냥꾼 ‘딘 자린’ & 치명적인 귀여움의 ‘그로구’,"['액션', '모험', 'SF']",2026-05-20,6.9,357,155.1504,/tMP99wq45GQMoeZwITgjAS8Wihm.jpg,['존 파브로'],"['페드로 파스칼', '제레미 앨런 화이트', '시고니 위버', 'Brendan Wayne', 'Lateef Crowder']","['galaxy', 'bounty hunter', 'spin off', 'space opera', 'nostalgic', 'space adventure', 'based on tv series', 'master apprentice relationship']"
1390300,오버 유어 데드 바디,"관계가 삐걱거리는 한 커플이 ‘다시 가까워지기’ 위해 외딴 산장으로 향하지만, 사실 둘 다 서로를 죽이려는 은밀한 속셈을 품고 있다.","['액션', '코미디', '스릴러']",2026-04-24,6.9,72,140.4225,/l5iroeWTrP9tspGYQonagH7Tcds.jpg,['요르마 타코니'],"['사마라 위빙', '제이슨 시걸', 'Paul Guilfoyle', '티모시 올리펀트', 'Keith Jardine']","['remake', 'dysfunctional marriage', 'cabin', 'couple']"
976912,그래픽 디자이어,친구의 소개로 데이팅 앱에 가입한 '프랭크'  연인 몰래 앱을 통해 만난 여성에게 강한 성적 끌림을 느낀 그는 다시 그녀를 찾지만 여자는 사라지고 계정도 비활성화된다.  현실과 가상을 넘나들며 그녀를 찾아 헤매는 동안 그는 점점 데이팅 앱에 중독되고 결국 예기치 못한 사건에 휘말리고 마는데∙∙∙,"['스릴러', '범죄']",2023-08-31,6.913,80,148.4533,/8EHehEMsJVIPp2n2ROhZU8dbpJC.jpg,['Andy Edwards'],"['David Wayman', 'Sian Altman', 'May Kelly', 'Ocean M Harris', 'Valis Volkova']","['infidelity', 'cheating', 'killing', 'murder', 'erotic thriller', 'murdered', 'dating app']"
350,악마는 프라다를 입는다,명문대를 졸업한 소도시 출신의 앤드리아 삭스. 최고의 저널리스트 꿈을 안고 뉴욕에 상경하지만 그녀의 이력서를 보고 연락이 온 곳은 딱 한곳. 세계 최고의 패션지 런웨이 뿐이다. 그것도 기자가 아닌 편집장 미란다의 말단 비서로서. 미란다 프리슬리는 세계 패션쇼의 스케쥴을 바꿀 수 있을 만큼의 거물이지만 까다로운 완벽주의자로 악명이 높다. 직장생활의 꿈에 부푼 앤드리아. 그러나 현실은 지옥 그 자체. 악마 같은 미란다 밑에서 그녀는 과연 살아남을 수 있을까?,"['드라마', '코미디']",2006-06-29,7.427,13626,155.4556,/lxjGbkRnY9d2j8cxIHxX57NNvRH.jpg,['데이비드 프랭클'],"['메릴 스트립', '앤 해서웨이', '에밀리 블런트', '스탠리 투치', '사이먼 베이커']","['new york city', 'journalist', 'paris, france', 'based on novel or book', 'journalism', 'fashion journal', 'assistant', 'job entrant', 'job interview', 'editor-in-chief', 'fashion', 'fashion magazine', 'bullied', 'city life', 'fashion industry', 'absurd', 'conceited', 'mean spirited', 'ridiculous', 'workplace drama']"
83533,아바타: 불과 재,"인간들과의 전쟁으로 첫째 아들 ‘네테이얌’을 잃은 후, ‘제이크’와 ‘네이티리’는 깊은 슬픔에 빠진다. 상실에 빠진 이들 앞에 '바랑'이 이끄는 재의 부족이 등장하면서, 판도라는 더욱 큰 위험에 빠지게 되고, ‘설리’ 가족은 선택의 기로에 서게 되는데…","['SF', '모험', '판타지']",2025-12-17,7.533,3275,152.041,/l18o0AK18KS118tWeROOKYkF0ng.jpg,['제임스 카메론'],"['샘 워싱턴', '조 샐다나', '시고니 위버', '스티븐 랭', '우나 채플린']","['witch', 'clone', 'space war', 'tribe', 'sequel', 'alien', 'transhumanism', 'family', 'space adventure', 'motion capture', 'family dynamics', 'rival', 'dreary', 'oscar winner']"
249397,님포매니악: 볼륨 2,무수한 남성을 만난 뒤 조는 첫 남자 제롬(샤이아 러버프)과 조우하고 사랑이라는 감정을 느낀다. 그러나 아이러니하게도 사랑은 성적 쾌감을 빼앗아갔다. 조는 삶의 공허함을 느끼게 되고 가학적인 방식으로 성적 만족을 제공하는 K(제이미 벨)를 찾아간다. 조는 감각을 되찾은 대가로 제롬을 잃지만 여성으로서 자신감을 되찾는다. 아무도 믿지 않고 아무 의미도 추구하지 않던 조는 자신의 분신이자 후계자인 P(미아 고스)에게 마음을 주기 시작하면서 조금씩 달라진다. 길고 긴 조의 경험담이 다다른 결론은 자신의 욕망을 인정한다는 것이다.,"['드라마', '미스터리']",2013-12-25,6.711,3168,152.8571,/tsYCG9yLRr7p2ZBqtCe3162cT4n.jpg,['라스 폰 트리에'],"['샤를로트 갱스부르', '스텔란 스카스가드', '스테이시 마르탱', '샤이아 라보프', '윌렘 대포']","['bondage', 'whip', 'sexuality', 'masochism', 'sex therapy', 'chapter', 'sadomasochism', 'sequel', 'sexual violence', 'love', 'nymphomaniac', 'tragedy', 'loneliness', 'masturbation', 'therapy', 'softcore', 'bdsm', 'addict', 'sexual pleasure', 'sexually aggressive woman', 'pleasure', 'virginity', 'abortion', 'sex', 'cruel']"
1065834,കാട്ടാളൻ,,"['액션', '스릴러']",2026-05-14,6.0,1,177.94,/53FATyQirV8BuBcrsQMGPvGKgCu.jpg,['Paul George'],"['Antony Varghese', 'Sunil Varma', 'Dushara Vijayan', 'Jagadish', 'Kabir Duhan Singh']",['mikhael extended universe (meu)']
460465,모탈 컴뱃,어스렐름와 아웃월드의 최강 챔피언들이 지구의 운명을 걸고 벌이는 서바이벌 대혈전 모탈 컴뱃. MMA 격투 선수 콜 영은 대전을 앞두고 선택 받은 전사들을 사전에 제거하려는 서브제로의 공격을 받는다. 지구와 가족을 보호하고 자기 혈통의 비밀을 알아내기 위해 모탈 컴뱃 토너먼트에 참가해 죽음의 전투를 치러야 한다!,"['액션', '판타지', '모험']",2021-04-07,7.036,6677,135.7345,/3dTg1pgasstOa0XJTwt3dBFHjFf.jpg,['Simon McQuoid'],"['루이스 탠', '제시카 맥너미', '메커드 브룩스', '조시 로슨', '루디 린']","['saving the world', 'magic', 'ninja fighter', 'gore', 'god', 'alternate dimension', 'shaolin monk', 'fighting', 'based on video game', 'martial arts tournament', 'reboot', 'hand to hand combat']"
1327819,호퍼스,"오랜 연구 끝에 개발한 ‘호핑’ 기술로 동물 세계에 가까이 갈 수 있음을 알게 된 주인공 ‘메이블’은 마치 ‘아바타’ 같다며 신기해하고, 직접 로봇 비버가 되어 동물들의 세계에 잠입한다. 그들의 말을 알아듣게 된 ‘메이블’은 진짜 동물이 된 것처럼 동물 세상을 경험하는 가운데, 연못에 있던 다른 비버에게 달려드는 곰을 막아서지만 그들에겐 그들만의 질서와 법칙이 있다는 사실을 알게 된다. ‘호핑‘ 기술을 개발한 박사는 이 기술을 자연계 질서를 어지럽히는 데 쓰면 안 된다고 경고하지만, ‘메이블’은 통신을 끊어버려 이후 예측불가의 모험이 펼쳐질 것을 예고한다.","['모험', '애니메이션', '코미디', '가족', 'SF']",2026-03-04,8.164,1320,145.8289,/vJu9THzQ26Q5sWOVnhOkuRH5M1P.jpg,['다니엘 총'],"['파이퍼 쿠르다', '바비 모니한', '존 햄', '캐시 나지미', '데이브 프랭코']","['human vs nature', 'spy', 'beaver', 'oregon, usa', 'transhumanism', 'consciousness', 'aftercreditsstinger', 'duringcreditsstinger', 'human becoming an animal', 'robotic animal', '3d animation']"
1116201,아이언 렁,"수십 년 전, '조용한 휴거(The Quiet Rapture)'가 발생해 알려진 우주의 모든 별과 거주 가능한 행성이 사라졌다. 인류는 무너져가는 우주정거장의 녹슨 복도에 남겨졌다. 그리고 황량한 위성에서 발견된, 유일한 희망일지도 모르는 피의 바다(Ocean of Blood). 생존자들은 이 피 흘리는 심연을 탐사하기 위해 잠수함을 만들었고, 그 안을 조종할 단 하나의 영혼을 용접해 가두었다. 죄수(The Convict)는 '아이언 렁(Iron Lung)'이라 불리는 작은 잠수함을 타고 피의 바다를 수색하는 임무에 투입된다. 하지만 이 공허 속에서 희망은 별빛만큼이나 허상일 뿐이다. 이것은 탐사가 아니다. 처형이다.","['공포', '미스터리', 'SF']",2026-01-30,7.207,176,149.027,/sIwakdbMGS1krtgendTWpxTY9Hw.jpg,['Mark Fischbach'],"['Mark Fischbach', 'Caroline Kaplan', 'Troy Baker', 'Elsie Lovelock', 'Elle LaMont']","['future', 'moon', 'submarine', 'expedition', 'post-apocalyptic future', 'hallucination', 'gore', 'space', 'underwater', 'convict', 'based on video game', 'mourning', 'macabre', 'trenches', 'paranoid', 'grim', 'cosmic horror', 'sea creature', 'claustrophobic', 'wonder', 'anxious', 'indie horror', 'slow burn', 'independent film', 'mysterious disappearance', 'body horror', 'blood', 'intimate', 'desolate planet', 'hallucinations', 'eldritch', 'dramatic', 'planets', 'suspenseful', 'tense', 'intense', 'ambiguous', 'bewildered', 'disheartening', 'foreboding', 'frightened', 'horrified', 'ominous', 'pessimistic']"
758308,레드 라텍스,처가집에 얹혀 살며 갖은 구박을 당하던 에릭은 더이상 그 상황을 견디지 못하고 만삭의 아내를 떠난다. 계좌에 남아있던 돈을 몽땅 털어 기셰를 찾아간 에릭은 기셰의 노예가 될 것을 자청하게 되는데...,['스릴러'],2020-02-22,5.1,37,151.5783,/qqVf1SgR4XhmXew64CBPaNgrQ3p.jpg,['Gerard Marcó de Mas'],"['Fedra Duarte', 'Nestor Napolitano', 'Valeria Rowinski']","['dominatrix', 'bdsm', 'erotic']"
1367220,கருப்பு,,"['액션', '판타지']",2026-05-14,7.5,10,128.292,/4KZXlZ5tTT6ghbW77gS4hSLkCd7.jpg,['RJ Balaji'],"['Suriya', 'Trisha Krishnan', 'RJ Balaji', 'Indrans', 'Anagha Maya Ravi']","['crooked lawyer', 'lawyer', 'political corruption', 'hindu god', 'supernatural drama', 'corrupt legal system', 'crime drama']"
11012,데미지,"모든 것을 다 가진 완벽한 남자 스티븐 플레밍(제러미 아이언스)은 어느 날 파티에서 아들 마틴(루퍼트 그레이브스)의 연인인 안나 바튼(줄리엣 비노쉬)을 만나게 된다. 스치는 찰나의 만남에서 서로를 향한 묘한 감정을 느낀 두 사람은 후에 재회하게 되고 되돌릴 수 없는 열정적 사랑에 빠지게 된다. 스티븐은 안나를 만나면 만날수록 마틴에 대한 죄책감을 느끼지만, 안나는 스티븐 그리고 마틴과의 관계를 자신만의 방법으로 각각 지속시켜 나간다. 그러던 중 마틴과 안나가 결혼 발표를 하게 되면서 스티븐과 안나의 금기된 사랑은 결국 파국을 향해 치닫게 되는데...","['드라마', '로맨스']",1992-12-02,6.6,680,121.0731,/bc6ADs3tcdyQFrGrSsmujKSEPYo.jpg,['루이 말'],"['제레미 아이언스', '쥘리에트 비노쉬', '미란다 리처드슨', '루퍼트 그레이브스', '피터 스토메어']","['london, england', 'sibling relationship', 'loss of loved one', 'longing', 'politician', 'scandal', 'in flagranti', 'femme fatale', 'older man younger woman relationship', 'extramarital affair', 'voyeur', 'father son relationship', 'tory politician']"
405818,도어 2: 도쿄 다이어리,,"['스릴러', '드라마']",1991-04-25,6.071,14,182.3978,/4AMv53knrYIdBStpldgRY8eQ7Bx.jpg,['高橋伴明'],"['青山知可子', 'ジョー山中', '風見しんご', '岩本千春', '山田辰夫']","['call girl', 'tokyo, japan', 'prostitution', 'thriller', 'violent']"
1318447,정점,"슬픔에 잠긴 채 호주 오지로 모험을 떠난 여성. 홀로 자신의 한계를 밀어붙이던 중 목숨을 노리는 살인마를 맞닥뜨리고, 그가 교활하게 설계한 뒤틀린 게임에 속수무책으로 휘말린다.","['액션', '스릴러']",2026-04-24,6.7,1328,122.1691,/wGHGVAJGTn2BqsuFfPK8lzPiKjH.jpg,['Baltasar Kormákur'],"['샤를리즈 테론', '태런 에저턴', '에릭 배너', '케이틀린 스테이시', '베시 홀랜드']","['norway', 'canoe trip', 'rock climbing', 'nutcase', 'survival instinct', 'australian wilderness', 'cat‑and‑mouse chase', 'dangerous threat', 'extreme challenges', 'grieving woman']"
1311031,극장판 귀멸의 칼날: 무한성편,"혈귀로 변해버린 여동생 네즈코를 인간으로 되돌리기 위해 혈귀를 사냥하는 조직인 《귀살대》에 입대한 카마도 탄지로. 입대 후 동료인 아가츠마 젠이츠, 하시비라 이노스케와 함께 많은 혈귀와 싸우고, 성장하면서 세 사람의 우정과 유대는 깊어진다. 탄지로는 《귀살대》 최고위 검사인 《주》와도 함께 싸웠다. 「무한열차」에서는 염주・렌고쿠 쿄쥬로, 「유곽」에서는 음주・우즈이 텐겐, 「도공 마을」에서는 하주・토키토 무이치로, 연주・칸로지 미츠리와 함께 혈귀를 상대로 격렬한 전투를 벌였다. 그 후 다가올 혈귀와의 결전에 대비해 귀살대원들과 함께 《주》가 주도하는 합동 강화 훈련에 참가해 훈련을 받던 도중 《귀살대》의 본부인 우부야시키 저택에 나타난 키부츠지 무잔. 어르신의 위기에 달려온 《주》들과 탄지로였지만, 무잔의 술수로 의문의 공간으로 떨어지고 말았는데. 탄지로 일행이 떨어진 곳, 그곳은 혈귀의 본거지 《무한성》─ “귀살대”와 “혈귀”의 최종 결전의 포문이 열린다.","['애니메이션', '액션', '판타지']",2025-07-18,7.728,846,109.1787,/m6Dho6hDCcL5KI8mOQNemZAedFI.jpg,['소토자키 하루오'],"['하나에 나츠키', '사쿠라이 타카히로', '이시다 아키라', '시모노 히로', '호소야 요시마사']","['supernatural', 'sequel', 'based on manga', 'demon', 'shounen', 'anime', 'brother sister relationship', 'taisho period']"
1297842,고트: 더 레전드,"큰 꿈을 품은 작은 염소 윌은 세계에서 가장 빠르고 사나운 동물들이 지배하는 고강도 혼성 풀컨택트 스포츠 ‘로어볼’의 프로 리그에 합류할 단 한 번의 기회를 얻게 된다. 새 팀의 동료들은 작은 염소가 팀 명단에 오른 것을 탐탁지 않게 여기지만, 윌은 ‘작아도 충분히 해낼 수 있다’는 것을 증명하고 스포츠의 판도를 바꾸겠다는 굳은 결의를 다진다. 이를 위해 그는 지금까지 한 번도 해본 적 없는 도전에 나서야 한다.","['애니메이션', '코미디', '가족']",2026-02-11,8.1,712,116.6577,/otP94vckeMXAgQxzhcRkZSeSmYv.jpg,['Tyree Dillihay'],"['케일럽 맥러플린', '가브리엘 유니온', '스테판 커리', '에런 피어', '니컬라 코클런']","['underdog', 'friendship', 'sports', 'allies', 'ambition', 'bullying', 'challenge', 'basketball', 'rivalry', 'coming of age', 'anthropomorphism', 'animals', 'intimidation', 'stereotype', 'basketball team', 'basketball player', 'big dreams', 'imaginary world', 'sneakers', 'vulture', 'playful', 'talking animal', 'anthropomorphic animal', 'athlete', 'inspirational', 'enemy', 'courage', 'feel good', 'heartwarming', 'exciting', 'fantasy sports', 'admiring', 'amused', 'joyful', 'sports comedy']"
936075,마이클,"어린 나이에 형제들과 ‘잭슨 파이브’ 그룹의 막내로 데뷔하자마자 음악적 천재성과 스타성으로 주목을 받은 ‘마이클 잭슨’. 전세계적인 스타로 성공하지만, 그는 가족에 대한 책임감과 자신의 음악적 정체성 사이에서 고민에 빠지게 된다.","['음악', '드라마']",2026-04-22,7.579,890,102.9836,/piMZqtd0gGS7OgkhDwiQ7vVViBQ.jpg,['안톤 후쿠아'],"['자파 잭슨', '콜먼 도밍고', '니아 롱', '줄리아노 발디', '마일스 텔러']","['child abuse', 'sibling relationship', '1970s', 'abusive father', 'ambition', 'biography', 'singer', 'period drama', 'music history', 'price of fame', 'singer-songwriter', 'rise to fame', '1980s', '1960s', 'music', 'sentimental', 'approving', 'biographical drama', 'music drama', 'biopic']"
